Zip Code,school,Type,City,State,State FIPS,Locale,Average Faculty Salary,Average SAT Score,Admission Rate,4-Year Completion Rate,Average Net Price (Public),Average Net Price (Private),Cost of Attendance (Academic Year),Median Debt of Completers,Median Earnings (8 Years After Entry),Mean Earnings (8 Years After Entry),Retention Rate,Student Faculty Ratio
89146,academy of hair design las vegas,12,las vegas,NV,32,11.0,,,,0.772727272727,,20435.0,,6333.0,23244.0,22900.0,,13.0
89146,college of southern nevada,7,las vegas,NV,32,11.0,9743.0,,,0.130038387716,6329.0,,13270.0,8000.0,35472.0,34600.0,,21.0
89113,las vegas college,12,las vegas,NV,32,21.0,6930.0,,,0.688417618271,,29115.0,33134.0,8279.0,34190.0,27300.0,,19.0
89154,university of nevada las vegas,4,las vegas,NV,32,12.0,12000.0,1091.0,0.9626,0.412698412698,10011.0,,19440.0,19450.0,49396.0,45700.0,0.7744,18.0
89557,university of nevada reno,4,reno,NV,32,11.0,11770.0,,0.8531,0.57759861791,15402.0,,24702.0,18922.0,54896.0,48600.0,0.8025,16.0
89801,great basin college,10,elko,NV,32,33.0,8831.0,,,0.322077922078,7523.0,,12010.0,15750.0,39239.0,34200.0,0.575,17.0
89512,truckee meadows community college,10,reno,NV,32,11.0,9340.0,,,0.174334140436,7457.0,,15874.0,11000.0,40580.0,35100.0,,19.0
89703,western nevada college,10,carson city,NV,32,13.0,8785.0,,,0.204142011834,12424.0,,19595.0,10500.0,40368.0,35500.0,,18.0
3257,colby sawyer college,5,new london,NH,33,43.0,7720.0,,0.8998,0.475,,25857.0,65807.0,27000.0,45879.0,43700.0,0.7718,10.0
3755,dartmouth college,5,hanover,NH,33,33.0,19216.0,1533.0,0.0623,0.874739039666,,28619.0,83802.0,17500.0,97905.0,94000.0,0.9791,7.0
3246,empire beauty school laconia,12,laconia,NH,33,32.0,,,,0.597402597403,,9538.0,,7942.0,25048.0,20700.0,,19.0
3878,empire beauty school somersworth,12,somersworth,NH,33,23.0,,,,0.637168141593,,10198.0,,6333.0,20254.0,21500.0,,18.0
3461,franklin pierce university,5,rindge,NH,33,42.0,7973.0,1030.0,0.9019,0.428571428571,,26906.0,61955.0,27000.0,55911.0,41500.0,0.7364,13.0
3301,university of new hampshire franklin pierce school of law,1,concord,NH,33,31.0,12969.0,,,0.699776429256,,,,26814.0,58415.0,50800.0,,
3431,keene beauty academy,12,keene,NH,33,32.0,,,,,,15087.0,,9833.0,,19600.0,,12.0
3278,magdalen college,5,warner,NH,33,42.0,3819.0,,0.4444,,,15922.0,36856.0,,,,0.8334,12.0
3242,new england college,5,henniker,NH,33,42.0,6875.0,,0.9574,0.265909090909,,30299.0,60896.0,26000.0,32390.0,36500.0,0.6044,8.0
3106,southern new hampshire university,5,manchester,NH,33,22.0,9682.0,,0.9612,0.226363770034,,33742.0,37524.0,21082.0,43845.0,47100.0,0.6096,24.0
3060,new hampshire institute for therapeutic arts,12,nashua,NH,33,13.0,,,,,,20682.0,,,,26100.0,,10.0
3824,university of new hampshire,4,durham,NH,33,31.0,11876.0,1229.0,0.8687,0.699776429256,23261.0,,34567.0,26814.0,58415.0,50800.0,0.8608,16.0
3435,keene state college,4,keene,NH,33,32.0,10143.0,,0.8909,0.538954108858,19164.0,,29524.0,25749.0,50144.0,41100.0,0.776,16.0
3101,university of new hampshire manchester,4,manchester,NH,33,12.0,10263.0,1140.0,0.8733,0.699776429256,13302.0,,22605.0,26814.0,58415.0,50800.0,0.6666,9.0
3264,plymouth state university,4,plymouth,NH,33,33.0,9097.0,,0.9103,0.495014245014,19685.0,,29257.0,26000.0,55556.0,41100.0,0.6977,15.0
3301,nhti concords community college,7,concord,NH,33,31.0,7916.0,,,0.245733788396,20134.0,,23210.0,14650.0,45569.0,39300.0,,11.0
3570,white mountains community college,10,berlin,NH,33,33.0,7031.0,,,0.204379562044,16767.0,,20388.0,11000.0,33365.0,35100.0,,7.0
3743,river valley community college,7,claremont,NH,33,41.0,6718.0,,,0.31541218638,20455.0,,24442.0,16226.0,34011.0,42000.0,,6.0
3246,lakes region community college,7,laconia,NH,33,32.0,6647.0,,,,19607.0,,22877.0,18525.0,40604.0,39200.0,,9.0
3102,manchester community college,7,manchester,NH,33,12.0,7551.0,,,0.027227722772,13846.0,,17069.0,15060.0,39664.0,39200.0,,11.0
3063,nashua community college,7,nashua,NH,33,13.0,7514.0,,,0.196261682243,15026.0,,18752.0,11000.0,40680.0,37500.0,,8.0
3801,great bay community college,7,portsmouth,NH,33,23.0,7613.0,,,0.223853211009,18587.0,,22016.0,13828.0,39260.0,40000.0,,11.0
3801,paul mitchell school portsmouth,12,portsmouth,NH,33,23.0,,,,,,26009.0,,9833.0,,,,13.0
3060,rivier university,5,nashua,NH,33,13.0,8231.0,,0.8176,0.573446327684,,27692.0,50999.0,26956.0,47442.0,46700.0,0.7624,14.0
3102,saint anselm college,5,manchester,NH,33,22.0,9520.0,1183.0,0.7832,0.764302059497,,34744.0,65067.0,27000.0,69503.0,56300.0,0.8949,11.0
3060,st joseph school of nursing,8,nashua,NH,33,13.0,8068.0,,,0.844444444444,,,,16550.0,,40600.0,,6.0
3101,university of new hampshire college of professional studies online,4,manchester,NH,33,12.0,6783.0,,,0.699776429256,14106.0,,19236.0,26814.0,58415.0,50800.0,0.4211,13.0
3054,thomas more college of liberal arts,5,merrimack,NH,33,22.0,5621.0,,,,,21511.0,38889.0,25000.0,30829.0,,0.8444,10.0
7601,eastwick college hackensack,9,hackensack,NJ,34,21.0,4267.0,,,0.515901060071,,35162.0,38705.0,13264.0,39676.0,40500.0,0.6364,25.0
7834,assumption college for sisters,8,denville,NJ,34,21.0,,,,,,,,,,,,5.0
8330,atlantic cape community college,7,mays landing,NJ,34,41.0,7355.0,,,0.12697409981,8502.0,,15261.0,9500.0,33388.0,29200.0,,16.0
7470,fortis institute wayne,12,wayne,NJ,34,21.0,,,,0.742960944596,,22441.0,,9500.0,35732.0,27500.0,,21.0
7652,bergen community college,7,paramus,NJ,34,21.0,8709.0,,,0.300395256917,9376.0,,15317.0,12000.0,42271.0,37300.0,,18.0
7424,berkeley college woodland park,6,woodland park,NJ,34,21.0,7221.0,,,0.439276485788,,20549.0,38702.0,23251.0,39328.0,37900.0,0.6562,14.0
8701,beth medrash govoha,5,lakewood,NJ,34,13.0,8783.0,,,0.353507565337,,,,,43236.0,39100.0,,20.0
7003,bloomfield college,5,bloomfield,NJ,34,21.0,8995.0,,0.6723,0.368852459016,,18778.0,44298.0,26746.0,42438.0,38700.0,0.6289,13.0
7738,brookdale community college,7,lincroft,NJ,34,21.0,8927.0,,,0.292938931298,8882.0,,15369.0,12000.0,41090.0,33800.0,,18.0
8054,rowan college burlington county,7,mount laurel,NJ,34,21.0,6510.0,,,0.206340057637,6101.0,,11965.0,10500.0,40318.0,35000.0,,21.0
7006,caldwell university,5,caldwell,NJ,34,21.0,8294.0,,0.654,0.199404761905,,21188.0,53586.0,25000.0,48158.0,42600.0,0.72,13.0
8012,camden county college,7,blackwood,NJ,34,21.0,7674.0,,,0.13968373494,5124.0,,11538.0,11851.0,36278.0,33600.0,,21.0
7840,centenary university,5,hackettstown,NJ,34,21.0,7080.0,,0.9668,0.649595687332,,19037.0,51351.0,23163.0,50419.0,47300.0,0.757,12.0
7601,adult and continuing education bcts,10,hackensack,NJ,34,21.0,,,,,14358.0,,,3608.0,48021.0,35100.0,,14.0
8830,lincoln technical institute iselin,12,iselin,NJ,34,21.0,,,,0.680608365019,,40179.0,,10521.0,33078.0,25600.0,,14.0
7011,american institute clifton,12,clifton,NJ,34,21.0,,,,0.527289546716,,17695.0,,11979.0,28941.0,26100.0,,22.0
7869,county college of morris,7,randolph,NJ,34,21.0,8310.0,,,0.260706235913,9259.0,,14629.0,9000.0,45857.0,41500.0,,17.0
8362,rowan college of south jersey cumberland campus,7,vineland,NJ,34,13.0,6889.0,,,0.267339218159,6549.0,,12920.0,12000.0,38733.0,35500.0,,18.0
7940,drew,5,madison,NJ,34,21.0,9464.0,1247.0,0.6944,0.665634674923,,25644.0,61378.0,25288.0,52274.0,46900.0,0.8623,11.0
7080,lincoln technical institute south plainfield,12,south plainfield,NJ,34,21.0,,,,0.640583045646,,28743.0,,11730.0,47206.0,35100.0,,22.0
7102,essex county college,7,newark,NJ,34,11.0,7486.0,,,0.175101588474,4622.0,,11821.0,,33895.0,30100.0,,24.0
7083,empire beauty school union,12,union,NJ,34,21.0,,,,0.49463647199,,18215.0,,13000.0,21338.0,20000.0,,18.0
7666,fairleigh dickinson university metropolitan campus,5,teaneck,NJ,34,21.0,9501.0,,0.9591,0.563025210084,,15266.0,47791.0,25000.0,52354.0,48800.0,0.7655,14.0
7644,felician university,5,lodi,NJ,34,21.0,7843.0,1020.0,0.9401,0.444672131148,,41315.0,50346.0,25000.0,54646.0,50500.0,0.7474,15.0
7940,fairleigh dickinson university florham campus,5,madison,NJ,34,21.0,9099.0,,0.9527,0.563025210084,,24415.0,52840.0,25000.0,52354.0,48800.0,0.7934,11.0
7513,hohokus school of trade and technical sciences,12,paterson,NJ,34,21.0,,,,0.807486631016,,22064.0,,7600.0,42241.0,36000.0,,12.0
8701,georgian court university,5,lakewood,NJ,34,13.0,8268.0,,0.7052,0.644329896907,,20218.0,49198.0,21816.0,50285.0,40000.0,0.7411,10.0
8028,rowan university,4,glassboro,NJ,34,21.0,10233.0,1216.0,0.7782,0.623416830847,22185.0,,34116.0,20500.0,57460.0,49000.0,0.8296,16.0
8080,rowan college of south jersey gloucester campus,7,sewell,NJ,34,21.0,6996.0,,,0.267339218159,10818.0,,14302.0,12000.0,38733.0,35500.0,,25.0
8002,empire beauty school cherry hill,12,cherry hill,NJ,34,21.0,,,,0.520072992701,,20034.0,,10667.0,21941.0,22200.0,,18.0
7446,eastwick college ramsey,9,ramsey,NJ,34,21.0,4467.0,,,0.730458221024,,28162.0,33887.0,16084.0,54393.0,41700.0,0.7121,13.0
7632,holy name medical center sister claire tynan school of nursing,11,englewood cliffs,NJ,34,21.0,,,0.25,0.723684210526,,21187.0,24635.0,20000.0,79523.0,67900.0,,9.0
7306,hudson county community college,7,jersey city,NJ,34,11.0,7228.0,,,0.182559376108,5902.0,,13014.0,10500.0,32753.0,29300.0,,22.0
7305,new jersey city university,4,jersey city,NJ,34,11.0,12217.0,,0.8918,0.434805747738,11732.0,,23668.0,18500.0,48714.0,41200.0,0.6956,14.0
7083,kean university,4,union,NJ,34,21.0,9729.0,1150.0,0.7688,0.503873358033,12168.0,,24924.0,23250.0,53438.0,43400.0,0.7496,17.0
7083,lincoln technical institute union,12,union,NJ,34,21.0,,,,0.640583045646,,25407.0,,11730.0,47206.0,35100.0,,28.0
8043,rizzieri aveda school for beauty and wellness,12,voorhees,NJ,34,21.0,,,,0.870786516854,,16964.0,,5500.0,28155.0,29200.0,,25.0
8550,mercer county community college,7,west windsor,NJ,34,41.0,8508.0,,,0.025227750526,5342.0,,12337.0,10500.0,38726.0,33300.0,,16.0
8837,middlesex college,7,edison,NJ,34,21.0,10237.0,,,0.236395298215,6000.0,,13721.0,9750.0,43083.0,37200.0,,20.0
7764,monmouth university,5,west long branch,NJ,34,21.0,9898.0,1204.0,0.8954,0.690695725063,,31650.0,60113.0,27000.0,61303.0,49400.0,0.8033,12.0
7043,montclair state university,4,montclair,NJ,34,21.0,11512.0,1080.0,0.8741,0.613445378151,14159.0,,25926.0,22000.0,56215.0,45800.0,0.8012,17.0
7060,jfk muhlenberg harold b and dorothy a snyder schools,11,plainfield,NJ,34,21.0,,,0.9622,0.727272727273,,33035.0,39193.0,21000.0,73996.0,60000.0,,10.0
7110,eastwick college nutley,9,nutley,NJ,34,21.0,3799.0,,,0.647940074906,,17537.0,22900.0,11775.0,38352.0,31600.0,,11.0
8901,new brunswick theological seminary,2,new brunswick,NJ,34,13.0,7322.0,,,,,,,,,,,
7093,robert fiance beauty schools west new york,12,west new york,NJ,34,21.0,,,,0.641975308642,,,,6701.0,19104.0,19700.0,,13.0
7102,new jersey institute of technology,4,newark,NJ,34,11.0,12818.0,1336.0,0.669,0.585995085995,16496.0,,32228.0,21000.0,77642.0,61000.0,0.8993,16.0
8754,ocean county college,7,toms river,NJ,34,21.0,6924.0,,,0.284077201448,10576.0,,16424.0,11150.0,42110.0,35500.0,,20.0
8030,p b cosmetology education center,12,gloucester,NJ,34,21.0,,,,0.64347826087,,22005.0,,7667.0,20864.0,21800.0,,25.0
7601,parisian beauty school,12,hackensack,NJ,34,21.0,,,,0.85549132948,,21316.0,,7667.0,25483.0,27900.0,,18.0
7505,passaic county community college,7,paterson,NJ,34,21.0,8877.0,,,0.089126559715,7857.0,,14717.0,7536.0,34704.0,29700.0,,16.0
8012,pennco tech blackwood,12,blackwood,NJ,34,21.0,,,,0.680751173709,,22036.0,,8331.0,37823.0,33700.0,,24.0
8542,princeton theological seminary,2,princeton,NJ,34,13.0,12776.0,,,,,,,,,62000.0,,
8544,princeton university,5,princeton,NJ,34,13.0,24017.0,1535.0,0.045,0.886850152905,,10555.0,80440.0,10320.0,112152.0,92400.0,0.972,5.0
7960,rabbinical college of america,5,morristown,NJ,34,21.0,5623.0,,0.8714,0.125,,13452.0,25000.0,,29514.0,36200.0,0.8034,12.0
7430,ramapo college of new jersey,4,mahwah,NJ,34,21.0,11717.0,1190.0,0.7322,0.57252559727,20360.0,,30176.0,21000.0,59937.0,49700.0,0.8539,16.0
33435,robert fiance beauty schools,12,boynton beach,FL,12,21.0,,,,0.661654135338,,29356.0,,7062.0,23737.0,21500.0,,10.0
8648,rider university,5,lawrenceville,NJ,34,21.0,11470.0,1219.0,0.794,0.624349635796,,25287.0,53982.0,26130.0,57671.0,47000.0,0.7949,12.0
8102,rutgers university camden,4,camden,NJ,34,13.0,13843.0,1118.0,0.7775,0.715907928389,18803.0,,33812.0,21500.0,67665.0,58000.0,0.8011,12.0
8901,rutgers university,4,new brunswick,NJ,34,13.0,14154.0,1383.0,0.6535,0.715907928389,23519.0,,35232.0,21500.0,67665.0,58000.0,0.9212,15.0
7102,rutgers university newark,4,newark,NJ,34,11.0,15830.0,,0.7873,0.715907928389,19407.0,,33749.0,21500.0,67665.0,58000.0,0.8322,13.0
8629,capital health school of radiologic technology,11,trenton,NJ,34,13.0,,,,,,,,,,,,5.0
8629,capital health school of nursing,11,trenton,NJ,34,13.0,,,,,,,,,,,,9.0
7306,saint peters university,5,jersey city,NJ,34,11.0,9098.0,,0.9053,0.531393568147,,12973.0,50052.0,20500.0,51554.0,43800.0,0.7456,11.0
8069,salem community college,7,carneys point,NJ,34,21.0,6716.0,,,0.337164750958,9837.0,,16706.0,9500.0,37945.0,33400.0,,17.0
7079,seton hall university,5,south orange,NJ,34,21.0,11051.0,1308.0,0.789,0.635053110774,,28921.0,64996.0,22750.0,67462.0,58300.0,0.8415,14.0
8234,shore beauty school,12,egg harbor township,NJ,34,21.0,,,,0.655462184874,,21578.0,,6333.0,20543.0,19800.0,,19.0
7960,saint elizabeth university,5,morristown,NJ,34,21.0,7623.0,,0.7721,0.478260869565,,17949.0,52328.0,24934.0,43755.0,44100.0,0.7786,11.0
8876,raritan valley community college,7,branchburg,NJ,34,41.0,8455.0,,,0.245584524811,6613.0,,13039.0,10500.0,44402.0,39900.0,,19.0
7030,stevens institute of technology,5,hoboken,NJ,34,21.0,16961.0,1447.0,0.4344,0.830115830116,,40468.0,76449.0,27000.0,100949.0,76400.0,0.937,10.0
8205,stockton university,4,galloway,NJ,34,41.0,10580.0,1171.0,0.8817,0.687293339632,19634.0,,32159.0,20500.0,55740.0,42400.0,0.7744,17.0
7710,talmudical academy new jersey,5,adelphia,NJ,34,21.0,2191.0,,0.4167,,,6666.0,21300.0,,26543.0,,0.8485,20.0
7604,aviation institute of maintenance teterboro,12,hasbrouck heights,NJ,34,21.0,,,,0.794871794872,,22592.0,26064.0,14279.0,62989.0,53900.0,,30.0
8608,thomas edison state university,4,trenton,NJ,34,13.0,,,,0.333119795003,,,,12500.0,68218.0,53800.0,,15.0
8628,college of new jersey,4,ewing,NJ,34,21.0,11750.0,1247.0,0.6214,0.833060556465,25458.0,,37070.0,23250.0,68792.0,57000.0,0.902,13.0
7016,ucnj union college of union county nj,7,cranford,NJ,34,21.0,11294.0,,,0.217781402936,7251.0,,13752.0,15091.0,36627.0,34900.0,,21.0
7470,william paterson university of new jersey,4,wayne,NJ,34,21.0,12574.0,,0.9252,0.470831609433,17764.0,,26555.0,22334.0,52612.0,42600.0,0.7201,17.0
88001,olympian academy of cosmetology,12,las cruces,NM,35,12.0,,,,0.571989528796,,20874.0,,9500.0,22285.0,21800.0,,11.0
87106,central new mexico community college,10,albuquerque,NM,35,11.0,7058.0,,,0.248519362187,3454.0,,10906.0,6612.0,33905.0,31000.0,,21.0
87313,navajo technical university,10,crownpoint,NM,35,43.0,5846.0,,,,3307.0,,11945.0,,23736.0,20100.0,0.6585,9.0
88011,new mexico state university dona ana,7,las cruces,NM,35,12.0,7289.0,,,0.306408898305,4621.0,,12541.0,17095.0,36423.0,34800.0,,20.0
88101,clovis community college,10,clovis,NM,35,33.0,6022.0,,,0.3,3318.0,,10066.0,7250.0,34939.0,28700.0,,14.0
88130,eastern new mexico university main campus,4,portales,NM,35,33.0,8033.0,965.0,0.5492,0.273211567732,6199.0,,18503.0,16500.0,36430.0,32600.0,0.6211,17.0
88203,eastern new mexico university roswell campus,10,roswell,NM,35,33.0,5489.0,,,0.273211567732,4171.0,,12220.0,16500.0,36430.0,32600.0,,18.0
87508,institute of american indian and alaska native culture and arts development,4,santa fe,NM,35,41.0,7354.0,,1.0,0.3,12322.0,,23873.0,,22733.0,22800.0,0.6769,8.0
87701,new mexico highlands university,4,las vegas,NM,35,33.0,7603.0,,,0.435810810811,14141.0,,21046.0,11399.0,40392.0,33000.0,0.593,10.0
88240,new mexico junior college,7,hobbs,NM,35,33.0,10626.0,,,0.197260273973,6431.0,,9150.0,11313.0,35614.0,36500.0,,14.0
88201,new mexico military institute,7,roswell,NM,35,33.0,7957.0,,0.5776,0.412280701754,4686.0,,18891.0,5500.0,49832.0,44000.0,,14.0
87301,university of new mexico gallup campus,7,gallup,NM,35,33.0,7843.0,,,0.368161250514,5467.0,,11378.0,18450.0,41307.0,39000.0,,13.0
87801,new mexico institute of mining and technology,4,socorro,NM,35,33.0,9806.0,1182.0,0.5396,0.389961389961,8265.0,,22872.0,19085.0,60432.0,59900.0,0.7593,10.0
87544,university of new mexico los alamos campus,7,los alamos,NM,35,32.0,6279.0,,,0.368161250514,10050.0,,15550.0,18450.0,41307.0,39000.0,,11.0
87131,university of new mexico main campus,4,albuquerque,NM,35,11.0,11082.0,1047.0,0.9545,0.368161250514,17478.0,,20973.0,18450.0,41307.0,39000.0,0.7258,15.0
88310,new mexico state university alamogordo,7,alamogordo,NM,35,41.0,7914.0,,,0.306408898305,5789.0,,13482.0,17095.0,36423.0,34800.0,,13.0
88220,southeast new mexico college,7,carlsbad,NM,35,41.0,8882.0,,,,4821.0,,11794.0,,,,,9.0
87020,new mexico state university grants,7,grants,NM,35,33.0,7076.0,,,0.306408898305,7729.0,,15593.0,17095.0,36423.0,34800.0,,18.0
88003,new mexico state university main campus,4,las cruces,NM,35,22.0,9917.0,1004.0,0.7573,0.306408898305,6747.0,,20930.0,17095.0,36423.0,34800.0,0.7373,15.0
87031,university of new mexico valencia county campus,7,los lunas,NM,35,41.0,6890.0,,,0.368161250514,9014.0,,14710.0,18450.0,41307.0,39000.0,,13.0
87532,northern new mexico college,4,espanola,NM,35,32.0,7109.0,,,0.096330275229,5216.0,,17529.0,6000.0,36577.0,28500.0,0.5789,11.0
87402,san juan college,10,farmington,NM,35,41.0,6900.0,,,0.220313666916,4526.0,,13178.0,9750.0,31914.0,34200.0,,12.0
87508,santa fe community college,10,santa fe,NM,35,41.0,7179.0,,,0.182741116751,9215.0,,15783.0,13236.0,34768.0,32600.0,,11.0
88240,university of southwest,5,hobbs,NM,35,33.0,3678.0,,,0.407185628743,,19969.0,30369.0,21303.0,40326.0,39100.0,0.4787,21.0
87507,southwestern college,2,santa fe,NM,35,13.0,6610.0,,,,,,,,,,,
87120,southwestern indian polytechnic institute,7,albuquerque,NM,35,21.0,7029.0,,,0.259842519685,8683.0,,14221.0,,27502.0,19500.0,,7.0
87557,university of new mexico taos campus,10,ranchos de taos,NM,35,41.0,6946.0,,,0.368161250514,10385.0,,16135.0,18450.0,41307.0,39000.0,,10.0
88401,mesalands community college,10,tucumcari,NM,35,33.0,6300.0,,,0.258823529412,10078.0,,15589.0,,26195.0,23000.0,,12.0
87505,vogue college of cosmetology santa fe,12,santa fe,NM,35,13.0,,,,0.740740740741,,23227.0,,6333.0,15035.0,,,15.0
88061,western new mexico university,4,silver city,NM,35,33.0,8168.0,,,0.256756756757,7912.0,,21649.0,23000.0,33484.0,31600.0,0.5747,13.0
11369,vaughn college of aeronautics and technology,8,flushing,NY,36,11.0,9242.0,,,0.375257731959,,39723.0,47174.0,21125.0,58315.0,57700.0,0.7344,14.0
11530,adelphi university,5,garden city,NY,36,21.0,13227.0,1224.0,0.7751,0.706500956023,,28348.0,57444.0,25000.0,71399.0,56200.0,0.8428,12.0
12804,suny adirondack,7,queensbury,NY,36,23.0,7647.0,,,0.12012012012,10363.0,,16664.0,14345.0,39434.0,33500.0,,15.0
12205,bryant&stratton college albany,8,albany,NY,36,21.0,4998.0,,,0.274148606811,,12452.0,22650.0,21549.0,30130.0,26400.0,,16.0
12208,albany college of pharmacy and health sciences,5,albany,NY,36,12.0,10022.0,1280.0,0.5908,0.607287449393,,26027.0,52317.0,25500.0,125222.0,112200.0,0.8761,10.0
12208,albany law school,2,albany,NY,36,12.0,11348.0,,,,,,,,,81200.0,,
12208,albany medical college,2,albany,NY,36,12.0,,,,,,,,,,201000.0,,
14802,alfred university,5,alfred,NY,36,42.0,7126.0,1205.0,0.4833,0.588110403397,,22701.0,54516.0,26000.0,51231.0,42400.0,0.7411,10.0
11201,allen school brooklyn,12,brooklyn,NY,36,11.0,,,,0.720657276995,,25874.0,,9500.0,30691.0,27000.0,,20.0
10019,ailey school,11,new york,NY,36,11.0,,,0.4918,0.694444444444,,31130.0,38671.0,17500.0,26321.0,,,3.0
10016,american academy of dramatic arts new york,8,new york,NY,36,11.0,6545.0,,0.8135,0.755319148936,,54625.0,61369.0,12000.0,25632.0,29100.0,,8.0
10036,american academy mcallister institute of funeral service,8,new york,NY,36,11.0,3347.0,,,0.271428571429,,21682.0,27025.0,21150.0,50646.0,47400.0,,25.0
10023,american musical and dramatic academy,11,new york,NY,36,11.0,6026.0,,0.2471,0.675555555556,,41019.0,63779.0,15250.0,23876.0,27900.0,0.7443,6.0
11101,apex technical school,12,long island city,NY,36,11.0,,,,0.71931696905,,16076.0,,9500.0,39886.0,34000.0,,15.0
14905,arnot ogden medical center,8,elmira,NY,36,13.0,8854.0,,1.0,,,19982.0,,,66747.0,,,4.0
11225,associated beth rivkah schools,11,brooklyn,NY,36,11.0,7661.0,,1.0,,,18192.0,27111.0,,21520.0,21500.0,0.6266,18.0
10025,bank street college of education,2,new york,NY,36,11.0,10396.0,,,,,,,,,,,
12504,bard college,5,annandale-on-hudson,NY,36,41.0,12376.0,1387.0,0.5229,0.626666666667,,31771.0,81661.0,24254.0,37534.0,39000.0,0.8692,9.0
10027,barnard college,5,new york,NY,36,11.0,15399.0,1500.0,0.0796,0.91724137931,,39253.0,84023.0,18000.0,80465.0,63800.0,0.9643,10.0
11101,berk trade and business school,12,long island city,NY,36,11.0,,,,0.855072463768,,15834.0,,6333.0,44598.0,37200.0,,12.0
10017,berkeley college new york,6,new york,NY,36,11.0,7896.0,,,0.34587628866,,25133.0,39029.0,30426.0,43408.0,39600.0,0.5462,21.0
11375,berkowits school of electrolysis,12,forest hills,NY,36,11.0,,,,,,,,,,,,15.0
11204,beth hamedrash shaarei yosher institute,8,brooklyn,NY,36,11.0,3801.0,,0.9032,,,4596.0,17800.0,,,,0.8125,12.0
10035,mount sinai phillips school of nursing,5,new york,NY,36,11.0,9444.0,,,0.767857142857,,,,19750.0,94236.0,78400.0,,8.0
11209,brittany beauty academy,12,brooklyn,NY,36,11.0,,,,0.671428571429,,22033.0,,6333.0,20833.0,20000.0,,6.0
10032,boricua college,5,new york,NY,36,11.0,5061.0,,,0.193548387097,,14187.0,23338.0,6733.0,34112.0,27500.0,0.8846,20.0
11756,brittany beauty academy,12,levittown,NY,36,21.0,,,,0.637254901961,,22594.0,,6333.0,16399.0,22700.0,,15.0
10462,american beauty schools,12,bronx,NY,36,11.0,,,,0.537414965986,,10067.0,,3500.0,19483.0,18500.0,,16.0
11201,brooklyn law school,2,brooklyn,NY,36,11.0,12957.0,,,,,,,,,118100.0,,
13901,suny binghamton,7,binghamton,NY,36,22.0,7353.0,,,0.221985058698,8035.0,,15541.0,12000.0,37745.0,30500.0,,19.0
13090,bryant&stratton college syracuse north,8,liverpool,NY,36,21.0,6161.0,,,0.274148606811,,9972.0,21955.0,21549.0,30130.0,26400.0,0.5,16.0
14203,bryant&stratton college buffalo,8,buffalo,NY,36,11.0,5785.0,,,0.274148606811,,14117.0,23942.0,21549.0,30130.0,26400.0,,23.0
14612,bryant&stratton college greece,8,rochester,NY,36,21.0,6075.0,,,0.274148606811,,14664.0,23142.0,21549.0,30130.0,26400.0,1.0,13.0
14208,canisius university,5,buffalo,NY,36,11.0,8621.0,,0.8177,0.670250896057,,18322.0,42271.0,24250.0,55431.0,44700.0,0.7916,11.0
10954,capri cosmetology learning centers,12,nanuet,NY,36,21.0,,,,0.800904977376,,18206.0,,5827.0,27449.0,27100.0,,12.0
11374,st pauls school of nursing queens,9,rego park,NY,36,11.0,7321.0,,,0.724014336918,,31766.0,38134.0,25730.0,81314.0,77600.0,,18.0
13021,cayuga county community college,7,auburn,NY,36,32.0,8563.0,,,0.011458333333,7278.0,,13920.0,12000.0,37735.0,31500.0,,24.0
11213,central yeshiva tomchei tmimim lubavitz,5,brooklyn,NY,36,11.0,3577.0,,0.8846,0.27485380117,,19406.0,27589.0,,24633.0,34700.0,0.81,35.0
10036,christine valmy international school for esthetics skin care&makeup,12,new york,NY,36,11.0,,,,0.874418604651,,14636.0,,5478.0,,,,29.0
10019,circle square theatre school,11,new york,NY,36,11.0,,,0.0377,,,29537.0,42500.0,,27696.0,,,2.0
13699,clarkson university,5,potsdam,NY,36,33.0,10769.0,1307.0,0.7716,0.74930362117,,31955.0,76451.0,26000.0,78777.0,64600.0,0.8388,12.0
12901,clinton community college,7,plattsburgh,NY,36,32.0,6544.0,,,0.258849557522,9385.0,,15614.0,13250.0,35693.0,33200.0,,19.0
10701,cochran school of nursing,8,yonkers,NY,36,21.0,11557.0,,,,,,,19625.0,,76100.0,,3.0
14607,colgate rochester crozer divinity school,2,rochester,NY,36,12.0,5646.0,,,,,,,,,,,
13346,colgate university,5,hamilton,NY,36,42.0,12737.0,1480.0,0.1195,0.909407665505,,29107.0,83650.0,15000.0,74696.0,64100.0,0.937,9.0
10006,metropolitan college of new york,5,new york,NY,36,11.0,8544.0,,0.7654,0.290220820189,,25180.0,32786.0,27688.0,40788.0,37300.0,0.3571,13.0
10027,columbia university city of new york,5,new york,NY,36,11.0,21217.0,1547.0,0.0423,0.782258064516,,20148.0,86042.0,21500.0,98435.0,95500.0,0.9756,6.0
12534,columbia greene community college,7,hudson,NY,36,41.0,5981.0,,,0.31693989071,5576.0,,12441.0,12000.0,42561.0,32500.0,,17.0
11103,empire beauty school queens,12,astoria,NY,36,11.0,,,,0.520072992701,,18439.0,,10667.0,21941.0,22200.0,,20.0
14623,continental school of beauty culture rochester,12,rochester,NY,36,21.0,,,,0.756539235412,,15659.0,,6333.0,23695.0,20800.0,,20.0
